Sub_Category,Lemma,Count
doctors,כדי,301
doctors,דר,299
doctors,ישראל,297
doctors,כלל,296
doctors,חומר,291
doctors,כ,290
doctors,דבר,286
doctors,סוג,280
doctors,צורך,275
doctors,מה,273
doctors,רק,273
doctors,טוב,271
doctors,בקרב,262
doctors,דיכאון,261
doctors,מערכה,261
doctors,טבעי,260
doctors,באמצעות,258
doctors,בעל,258
doctors,לפני,258
doctors,עישן,258
doctors,עוד,255
doctors,רפואה,255
doctors,גופנית,251
doctors,כגון,250
doctors,תזונה,250
doctors,יכולת,249
doctors,מוצר,248
doctors,משקל,248
doctors,פורסם,248
doctors,עולם,244
doctors,שבוע,244
doctors,אדם,243
doctors,אל,237
doctors,מאוד,237
doctors,שעה,236
doctors,כאשר,235
doctors,לחץ,234
doctors,הכשיר,233
doctors,סוכר,233
doctors,רגל,232
doctors,אזור,228
doctors,אך,228
doctors,מרכז,227
doctors,פעם,227
doctors,שלב,227
doctors,לכן,221
doctors,מין,221
doctors,משמעותי,221
doctors,קבוצה,219
doctors,אני,216
doctors,אפשר,215
doctors,טיפל,212
doctors,אחרון,208
doctors,קיבל,208
doctors,תאריך,208
doctors,אחד,206
doctors,כלי,205
doctors,שלושה,205
doctors,דלקת,203
doctors,מנת,203
doctors,גדול,201
doctors,מזון,200
doctors,שינוי,200
doctors,חודש,197
doctors,טופל,197
doctors,לו,196
doctors,משפחה,196
doctors,שיטה,196
doctors,ירידה,194
doctors,מאפשר,194
doctors,נושא,194
doctors,תהליך,194
doctors,כולל,193
doctors,לידה,192
doctors,פעולה,192
doctors,מוקדם,190
doctors,עובר,190
doctors,פנים,190
doctors,קשה,190
doctors,ה,189
doctors,אחת,188
doctors,שריר,188
doctors,נכון,186
doctors,מים,185
doctors,מעבר,184
doctors,יעיל,183
doctors,לי,183
doctors,מקום,183
doctors,ניתן,182
doctors,הפרעה,180
doctors,עלייה,180
doctors,היה,179
doctors,תקופה,179
doctors,השתמש,178
doctors,אוכלוסייה,177
doctors,יחס,177
doctors,קל,177
doctors,הכיל,176
doctors,נמנע,176
doctors,יתר,171
doctors,תפקוד,171
doctors,השפעה,170
doctors,מניע,168
doctors,עקר,168
doctors,צורה,168
doctors,הראה,166
doctors,קליני,165
doctors,ב,164
doctors,קיים,164
doctors,ביצע,163
doctors,נשימה,163
doctors,שומן,163
doctors,תחום,163
doctors,נערך,160
doctors,נמוך,159
doctors,שיפור,158
doctors,תחושה,157
doctors,זיהום,156
doctors,נרתיק,156
doctors,נש,156
doctors,אחרי,155
doctors,ניהל,155
doctors,פחות,154
doctors,רצוי,154
doctors,אי,152
doctors,איכות,152
doctors,מהווה,152
doctors,שבץ,152
doctors,שינה,151
doctors,התקף,150
doctors,סייע,150
doctors,נתון,149
doctors,רוב,149
doctors,ארוחה,148
doctors,הגיע,147
doctors,מבוגר,147
doctors,גבר,146
doctors,/,145
doctors,עשוי,145
doctors,ריאה,145
doctors,תסמין,145
doctors,אוכל,143
doctors,אינסולין,143
doctors,גידול,143
doctors,כמות,143
doctors,משקפיים,143
doctors,חום,142
doctors,חוסר,142
doctors,תווך,142
doctors,כרוני,141
doctors,תרופתי,141
doctors,הורמון,140
doctors,דובר,139
doctors,כבר,139
doctors,פגיעה,137
doctors,כולסטרול,136
doctors,עבר,136
doctors,עולה,136
doctors,קושי,136
doctors,תינוק,136
doctors,קטן,135
doctors,נגרם,134
doctors,תכשיר,134
doctors,מיני,133
doctors,סיבה,133
doctors,בל,132
doctors,בלבד,131
doctors,שיעור,131
doctors,בני,130
doctors,רקמה,130
doctors,שירות,130
doctors,בריא,129
doctors,פתרון,129
doctors,שמש,129
doctors,מתאים,128
doctors,ריכוז,128
doctors,בחינה,127
doctors,ביצוע,127
doctors,הקפיד,127
doctors,התפתחות,126
doctors,טווח,126
doctors,פרופ',126
doctors,ארץ,125
doctors,ל,125
doctors,ככל,123
doctors,רחב,123
doctors,במשך,122
doctors,עדשה,122
doctors,קשר,122
doctors,הורה,121
doctors,מעי,121
doctors,תמותה,121
doctors,אולם,120
doctors,התחיל,119
doctors,יובש,119
doctors,מומחה,119
doctors,במידה,118
doctors,מגע,118
doctors,מסגרת,118
doctors,שתייה,118
doctors,תקין,118
doctors,מהיר,117
doctors,עי,117
doctors,ראייה,117
doctors,שם,117
doctors,סיכוי,116
doctors,צריך,116
doctors,מקור,115
doctors,פיתח,115
doctors,ראש,115
doctors,מונע,114
doctors,אוויר,112
doctors,נעשה,112
doctors,נפוץ,112
doctors,דוגמה,111
doctors,הורמונלי,111
doctors,מטרה,111
doctors,העלה,110
doctors,זוג,110
doctors,עבודה,110
doctors,אחוז,109
doctors,לעומת,109
doctors,שניים,109
doctors,הרבה,108
doctors,מי,108
doctors,מיוחד,108
doctors,מסוים,107
doctors,מפרק,107
doctors,סביבה,107
doctors,יעילות,106
doctors,כמה,106
doctors,רחם,106
doctors,מערכת,105
doctors,סיגריה,105
doctors,גילה,104
doctors,נבדק,104
doctors,צריכה,104
doctors,מטופל,103
doctors,משך,103
doctors,עבור,103
doctors,עקב,103
doctors,פרי,103
doctors,צבע,103
doctors,צמח,103
doctors,סיפק,102
doctors,שיער,102
doctors,מרפאה,101
doctors,תוכנית,101
doctors,סקר,100
doctors,קיום,100
doctors,אבחון,99
doctors,אוזן,99
doctors,מבחן,99
doctors,נזק,99
doctors,שמירה,99
doctors,תגובה,99
doctors,עצב,98
doctors,קרוב,98
doctors,שמן,98
doctors,תנועה,98
doctors,הפסקה,97
doctors,קצר,97
doctors,אינה,96
doctors,התמודדות,96
doctors,פיתוח,96
doctors,צד,96
doctors,שמיעה,96
doctors,אכילה,95
doctors,בטן,95
doctors,נוזל,95
doctors,ישראלי,94
doctors,כיצד,94
doctors,מודעות,94
doctors,פצע,94
doctors,ויטמין,93
doctors,הגנה,92
doctors,חלבון,92
doctors,פשוט,92
doctors,רשת,92
doctors,–,92
doctors,דקה,91
doctors,הוביל,91
doctors,חשיפה,91
doctors,מיליון,91
doctors,מן,91
doctors,די,90
doctors,מציע,90
doctors,בעקבות,89
doctors,הפחתה,89
doctors,משל,89
doctors,משרד,89
doctors,סבל,89
doctors,עין,89
doctors,צוואר,89
doctors,קבוע,89
doctors,בתוך,88
doctors,ייחודי,88
doctors,נפשי,88
doctors,אבל,87
doctors,דומה,87
doctors,מלא,87
doctors,אירוע,86
doctors,אפשרות,86
doctors,מגוון,86
doctors,מתן,86
doctors,תזונתי,86
doctors,אלא,85
doctors,הליכה,85
doctors,התקדם,85
doctors,חד,85
doctors,חלב,85
doctors,למרות,85
doctors,עורק,85
doctors,קשור,85
doctors,אורח,84
doctors,טכנולוגיה,84
doctors,כבד,84
doctors,מחלקה,84
doctors,ניסוי,84
doctors,רגיל,84
doctors,ידוע,83
doctors,לוואי,83
doctors,לפחות,83
doctors,קשיש,83
doctors,איבר,82
doctors,יחידה,82
doctors,שכיח,82
doctors,המשיך,81
doctors,הצלחה,81
doctors,חג,81
doctors,ממצא,81
doctors,שילוב,81
doctors,תמיכה,81
doctors,מכשיר,80
doctors,מפני,80
doctors,סימן,80
doctors,פוגע,80
doctors,בוצע,79
doctors,השתתף,79
doctors,מלחמה,79
doctors,מנה,79
doctors,הצביע,78
doctors,חיצוני,78
doctors,מתוך,78
doctors,מתח,78
doctors,נוצר,78
doctors,גס,77
doctors,גרמה,77
doctors,השפיע,77
doctors,חדר,77
doctors,יבש,77
doctors,יתרון,77
doctors,נדרש,77
doctors,פעיל,77
doctors,תחילה,77
doctors,אפילו,76
doctors,בסיס,76
doctors,חוזר,76
doctors,חיסון,76
doctors,חשיבות,76
doctors,מדינה,76
doctors,מוות,76
doctors,מידע,76
doctors,איזון,75
doctors,בטוח,75
doctors,גב,75
doctors,גמילה,75
doctors,הזרקה,75
doctors,חצי,75
doctors,טיפ,75
doctors,טרשת,75
doctors,ירק,75
doctors,מבוסס,75
doctors,מחיר,75
doctors,מינון,75
doctors,משפר,75
doctors,אגודה,74
doctors,אלרגיה,74
doctors,בו,74
doctors,בן,74
doctors,גרם,74
doctors,השוואה,74
doctors,מרבית,74
doctors,עשה,74
doctors,קיימת,74
doctors,בעזרת,73
doctors,חומצה,73
doctors,כדאי,73
doctors,לרוב,73
doctors,עדיין,73
doctors,שפה,73
doctors,אכל,72
doctors,הוכח,72
doctors,הרכיב,72
doctors,חוקר,72
doctors,מחזור,72
doctors,מידה,72
doctors,מכון,72
doctors,מתבצע,72
doctors,נראה,72
doctors,קשב,72
doctors,אירובית,71
doctors,ארבעה,71
doctors,מגיע,71
doctors,מפחית,71
doctors,שליטה,71
doctors,אומר,70
doctors,בגלל,70
doctors,גילאי,70
doctors,נוחות,70
doctors,סימפטום,70
doctors,רוח,70
doctors,שתן,70
doctors,אוניברסיטה,69
doctors,הפחית,69
doctors,חיוני,69
doctors,חל,69
doctors,מסביר,69
doctors,מסוכן,69
doctors,נגד,69
doctors,נטילה,69
doctors,סדרה,69
doctors,עזרה,69
doctors,תרגיל,69
doctors,אמור,68
doctors,ייצר,68
doctors,כפה,68
doctors,לימוד,68
doctors,למעלה,68
doctors,סרטני,68
doctors,ריפוי,68
doctors,אנטי,67
doctors,ארוך,67
doctors,התאים,67
doctors,וכ,67
doctors,חיידק,67
doctors,לחלות,67
doctors,נגיף,67
doctors,פותח,67
doctors,אישור,66
doctors,המלצה,66
doctors,הקלה,66
doctors,כושר,66
doctors,כמעט,66
doctors,צוות,66
doctors,גרון,65
doctors,מיידי,65
doctors,מעקב,65
doctors,מרפא,65
doctors,ניסה,65
doctors,סל,65
doctors,פלסטי,65
doctors,במקום,64
doctors,כללי,64
doctors,לה,64
doctors,מדויק,64
doctors,סיבוך,64
doctors,שומר,64
doctors,שכיחות,64
doctors,אביב,63
doctors,ביטחון,63
doctors,גופני,63
doctors,חברתי,63
doctors,חרדה,63
doctors,לפי,63
doctors,ניסיון,63
doctors,עובדה,63
doctors,קרם,63
doctors,איך,62
doctors,אישי,62
doctors,ארך,62
doctors,התאמה,62
doctors,זיכרון,62
doctors,לחות,62
doctors,לייזר,62
doctors,עיקרי,62
doctors,ערך,62
doctors,פיזי,62
doctors,ציין,62
doctors,קצב,62
doctors,הפסיק,61
doctors,מת,61
doctors,נהיגה,61
doctors,עיניים,61
doctors,צעיר,61
doctors,אור,60
doctors,אמריקאי,60
doctors,"ארה""ב",60
doctors,בעלה,60
doctors,גירוי,60
doctors,גל,60
doctors,הופעה,60
doctors,השיג,60
doctors,יחד,60
doctors,כרוך,60
doctors,לגבי,60
doctors,מעניק,60
doctors,משחה,60
doctors,מתרחש,60
doctors,ספר,60
doctors,פחמימות,60
doctors,תוספת,60
doctors,אירופה,59
doctors,יוכל,59
doctors,יומיומי,59
doctors,כאן,59
doctors,כליה,59
doctors,ממוצע,59
doctors,מעל,59
doctors,מרקחת,59
doctors,נובע,59
doctors,נפש,59
doctors,פינה,59
doctors,הערכה,58
doctors,השתלה,58
doctors,חבר,58
doctors,נוגד,58
doctors,ניכר,58
doctors,נשאר,58
doctors,עדיף,58
doctors,פסיבי,58
doctors,שמר,58
doctors,גזע,57
doctors,החל,57
doctors,החלטה,57
doctors,חשש,57
doctors,טיפולי,57
doctors,נמשך,57
doctors,עומד,57
doctors,שאלה,57
doctors,גלוקוז,56
doctors,הסרה,56
doctors,הרגשה,56
doctors,חש,56
doctors,יחסי,56
doctors,כפי,56
doctors,ממאיר,56
doctors,עיכול,56
doctors,קבלה,56
doctors,בקרה,55
doctors,הביא,55
doctors,הקל,55
doctors,חייב,55
doctors,מבנה,55
doctors,מרכזי,55
doctors,ניקוטין,55
doctors,קרינה,55
doctors,אגן,54
doctors,אנטיביוטי,54
doctors,אשפוז,54
doctors,ביניים,54
doctors,גילוי,54
doctors,הימנעות,54
doctors,למידה,54
doctors,מביא,54
doctors,מעט,54
doctors,מרובה,54
doctors,מתחת,54
doctors,סיני,54
doctors,עוזר,54
doctors,עולמי,54
doctors,קלוריות,54
doctors,אספירין,53
doctors,אתר,53
doctors,זקוק,53
doctors,כף,53
doctors,מאוזן,53
doctors,מהירות,53
doctors,נטלו,53
doctors,נעל,53
doctors,ציבור,53
doctors,שיפר,53
doctors,אומגה,52
doctors,אושר,52
doctors,בדק,52
doctors,בריאותי,52
doctors,הוכיח,52
doctors,החלמה,52
doctors,וידא,52
doctors,חלל,52
doctors,חמור,52
doctors,כדור,52
doctors,כיוון,52
doctors,כנס,52
doctors,לילה,52
doctors,מופיע,52
doctors,מעבדה,52
doctors,מצא,52
doctors,נפגע,52
doctors,סידן,52
doctors,עודף,52
doctors,שגרה,52
doctors,אז,51
doctors,אימון,51
doctors,ביקש,51
doctors,גוש,51
doctors,הצליח,51
doctors,מצוי,51
doctors,נחשב,51
doctors,עלה,51
doctors,פחמימה,51
doctors,קעקוע,51
doctors,שימש,51
doctors,בטיחות,50
doctors,התמודד,50
doctors,חמישה,50
doctors,יוצר,50
doctors,מדד,50
doctors,מורכב,50
doctors,מנע,50
doctors,עונה,50
doctors,עשיר,50
doctors,פועל,50
doctors,קו,50
doctors,קודם,50
doctors,קרן,50
doctors,רוצה,50
doctors,שאר,50
doctors,שכבה,50
doctors,אובחן,49
doctors,אלכוהול,49
doctors,דעת,49
doctors,וירוס,49
doctors,יומי,49
doctors,למעשה,49
doctors,פונה,49
doctors,אמצע,48
doctors,ביטוי,48
doctors,מקצועי,48
doctors,ניקוי,48
doctors,נכנס,48
doctors,נקרא,48
doctors,עשן,48
doctors,עשרה,48
doctors,פרק,48
doctors,רגע,48
doctors,שדרה,48
doctors,אנטיביוטיקה,47
doctors,בחר,47
doctors,דיאטה,47
doctors,דק,47
doctors,חדשני,47
doctors,יועד,47
doctors,מאחר,47
doctors,מכיוון,47
doctors,מרשם,47
doctors,משום,47
doctors,מתבטא,47
doctors,נשירה,47
doctors,סביב,47
doctors,עלות,47
doctors,עצמי,47
doctors,עתיד,47
doctors,פסיכיאטר,47
doctors,ציפורן,47
doctors,קרנית,47
doctors,שמרו,47
doctors,ארגון,46
doctors,ברור,46
doctors,הורדה,46
doctors,החליט,46
doctors,החליף,46
doctors,היטב,46
doctors,המליץ,46
doctors,הפרשה,46
doctors,התנהגות,46
doctors,חילוף,46
doctors,ייתכן,46
doctors,כוח,46
doctors,מלאה,46
doctors,משלים,46
doctors,נוטה,46
doctors,פנימי,46
doctors,צפוי,46
doctors,תמיד,46
doctors,אבחנה,45
doctors,אנרגיה,45
doctors,אפשרי,45
doctors,הבין,45
doctors,זרימה,45
doctors,חדירה,45
doctors,חזר,45
doctors,כה,45
doctors,כימי,45
doctors,לווה,45
doctors,לקראת,45
doctors,מדידה,45
doctors,מנוחה,45
doctors,סחוס,45
doctors,פטרייה,45
doctors,פרט,45
doctors,קופה,45
doctors,אבק,44
doctors,האלרגיה,44
doctors,הכנה,44
doctors,המשך,44
doctors,חווה,44
doctors,חימום,44
doctors,כוס,44
doctors,מאמץ,44
doctors,מדווח,44
doctors,מכיל,44
doctors,מלח,44
doctors,סויה,44
doctors,סוף,44
doctors,עובד,44
doctors,ברך,43
doctors,הפריע,43
doctors,טבע,43
doctors,יוצא,43
doctors,ישיר,43
doctors,מאכל,43
doctors,מוגבר,43
doctors,מול,43
doctors,מועד,43
doctors,מיץ,43
doctors,משפחתי,43
doctors,נוח,43
doctors,ראשוני,43
doctors,רגיש,43
doctors,שבר,43
doctors,תדירות,43
doctors,תוסף,43
doctors,בכיר,42
doctors,בשר,42
doctors,גנטי,42
doctors,החיל,42
doctors,הכיר,42
doctors,חיסוני,42
doctors,יחיד,42
doctors,יפה,42
doctors,כלכלי,42
doctors,כמובן,42
doctors,לקחו,42
doctors,מבוצע,42
doctors,מדי,42
doctors,מחשב,42
doctors,נוטל,42
doctors,נעים,42
doctors,שיניים,42
doctors,שיקום,42
doctors,שני,42
doctors,תורם,42
doctors,תל,42
doctors,הוסיף,41
doctors,הוצאה,41
doctors,הרדמה,41
doctors,השלכה,41
doctors,חמצן,41
doctors,לחם,41
doctors,מגביר,41
doctors,מחצית,41
doctors,מקל,41
doctors,משווק,41
doctors,מתבגר,41
doctors,סכנה,41
doctors,פציעה,41
doctors,תפקיד,41
doctors,בחירה,40
doctors,בינלאומי,40
doctors,בת,40
doctors,גבינה,40
doctors,הדבקה,40
doctors,התקדמות,40
doctors,טבורי,40
doctors,ידע,40
doctors,מתוק,40
doctors,עמוד,40
doctors,קמט,40
doctors,רגשי,40
doctors,שיתוף,40
doctors,תחתון,40
doctors,תרסיס,40
doctors,אורך,39
doctors,דימום,39
doctors,השתנה,39
doctors,טיסה,39
doctors,כלשהו,39
doctors,לימד,39
doctors,נהנה,39
doctors,רצון,39
doctors,איזה,38
doctors,דרגה,38
doctors,הזדקנות,38
doctors,חוק,38
doctors,חיזוק,38
doctors,מודע,38
doctors,מיטה,38
doctors,מענה,38
doctors,עמוק,38
doctors,במיוחד,37
doctors,בפני,37
doctors,דורש,37
doctors,המוגלובין,37
doctors,חזה,37
doctors,חשק,37
doctors,מבוקר,37
doctors,מד,37
doctors,מוסיף,37
doctors,מחולל,37
doctors,מיד,37
doctors,מעוניין,37
doctors,מרגיע,37
doctors,מרגיש,37
doctors,משחק,37
doctors,מתמחה,37
doctors,נפיחות,37
doctors,ספורט,37
doctors,עורר,37
doctors,פרטי,37
doctors,רכישה,37
doctors,תמונה,37
doctors,אסתטי,36
doctors,בוגר,36
doctors,בעייתי,36
doctors,דווקא,36
doctors,הגביר,36
doctors,הופכים,36
doctors,הרגיש,36
doctors,זיהה,36
doctors,חיובי,36
doctors,חסר,36
doctors,טיפה,36
doctors,טכניקה,36
doctors,ייצור,36
doctors,מוכן,36
doctors,מוצע,36
doctors,מצריך,36
doctors,מתקשה,36
doctors,נקודה,36
doctors,עליון,36
doctors,פרופסור,36
doctors,צעדה,36
doctors,קוצב,36
doctors,שיעול,36
doctors,תחלואה,36
doctors,+,35
doctors,אודות,35
doctors,גודל,35
doctors,הבטיח,35
doctors,היות,35
doctors,היסטוריה,35
doctors,התייעץ,35
doctors,חסימה,35
doctors,טעם,35
doctors,כלומר,35
doctors,מאפיין,35
doctors,מדעי,35
doctors,מכבי,35
doctors,מנעו,35
doctors,מקביל,35
doctors,נועד,35
doctors,ניתח,35
doctors,צמיחה,35
doctors,שוק,35
doctors,שוקולד,35
doctors,תחת,35
doctors,תפקד,35
doctors,אבחן,34
doctors,איגוד,34
doctors,איפור,34
doctors,הגיב,34
doctors,הדרגה,34
doctors,הוצג,34
doctors,היפוך,34
doctors,העברה,34
doctors,העיד,34
doctors,הרגל,34
doctors,התפרצות,34
doctors,זריקה,34
doctors,יצירה,34
doctors,ירך,34
doctors,לבן,34
doctors,מאת,34
doctors,מוכר,34
doctors,מסוגל,34
doctors,מתון,34
doctors,נותן,34
doctors,סמוך,34
doctors,עייפות,34
doctors,פולשני,34
doctors,קיץ,34
doctors,שכלי,34
doctors,תחליף,34
doctors,אחראי,33
doctors,אמר,33
doctors,דור,33
doctors,דל,33
doctors,הורכב,33
doctors,העלאה,33
doctors,ועדה,33
doctors,חורף,33
doctors,חזק,33
doctors,יחוד,33
doctors,לקה,33
doctors,מבלי,33
doctors,מיועד,33
doctors,ממושך,33
doctors,מניעה,33
doctors,נוירופ,33
